study_id,theme,subtheme,summary,quote,quote_page,quote_section,location_context,confidence
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ampicillin: 58/74 (78.38%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ampicillin: 58/74 (78.38%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ampicillin: 58/74 (78.38%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / amoxicillin-clavulanate: 9/74 (12.16%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / amoxicillin-clavulanate: 9/74 (12.16%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / amoxicillin-clavulanate: 9/74 (12.16%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ceftazidime: 37/74 (50.0%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ceftazidime: 37/74 (50.0%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ceftazidime: 37/74 (50.0%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefotaxime: 30/74 (40.54%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefotaxime: 30/74 (40.54%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cefotaxime: 30/74 (40.54%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 50/74 (67.57%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 50/74 (67.57%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 50/74 (67.57%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / clindamycin: 52/74 (70.27%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / clindamycin: 52/74 (70.27%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / clindamycin: 52/74 (70.27%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cotrimoxazole: 54/74 (72.97%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cotrimoxazole: 54/74 (72.97%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cotrimoxazole: 54/74 (72.97%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / erythromycin: 51/74 (68.92%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / erythromycin: 51/74 (68.92%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / erythromycin: 51/74 (68.92%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / imipenem: 0/74 (0.0%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / imipenem: 0/74 (0.0%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / imipenem: 0/74 (0.0%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / vancomycin: 11/74 (14.86%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / vancomycin: 11/74 (14.86%),,,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / vancomycin: 11/74 (14.86%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / ceftriaxone: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / ceftriaxone: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / ceftriaxone: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / ciprofloxacin: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / ciprofloxacin: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / ciprofloxacin: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / gentamicin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / gentamicin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / gentamicin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / cefotaxime: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / cefotaxime: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / cefotaxime: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / tigecycline: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / tigecycline: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / tigecycline: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacteriaceae / chloramphenicol: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacteriaceae / chloramphenicol: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Enterobacteriaceae / chloramphenicol: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacteriaceae / ciprofloxacin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacteriaceae / ciprofloxacin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Enterobacteriaceae / ciprofloxacin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacteriaceae / co-trimoxazole: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacteriaceae / co-trimoxazole: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Enterobacteriaceae / co-trimoxazole: 1/1 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacteriaceae / gentamicin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacteriaceae / gentamicin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Enterobacteriaceae / gentamicin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacteriaceae / meropenem: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacteriaceae / meropenem: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Enterobacteriaceae / meropenem: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacteriaceae / amikacin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacteriaceae / amikacin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Enterobacteriaceae / amikacin: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Enterobacteriaceae / tigecycline: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterobacteriaceae / tigecycline: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Enterobacteriaceae / tigecycline: 0/1 (0.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / clindamycin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / clindamycin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / clindamycin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / erythromycin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / erythromycin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / erythromycin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / gentamicin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / gentamicin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / gentamicin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/3 (100.0%),,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/3 (100.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ofloxacin: 0/48 (0.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ofloxacin: 0/48 (0.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ofloxacin: 0/48 (0.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / oxacillin: 48/48 (100.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / oxacillin: 48/48 (100.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / oxacillin: 48/48 (100.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / gentamicin: 6/48 (12.5%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / gentamicin: 6/48 (12.5%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / gentamicin: 6/48 (12.5%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / ofloxacin: 0/39 (0.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / ofloxacin: 0/39 (0.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / ofloxacin: 0/39 (0.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 10/39 (25.64%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 10/39 (25.64%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 10/39 (25.64%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / ofloxacin: 0/22 (0.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / ofloxacin: 0/22 (0.0%),,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / ofloxacin: 0/22 (0.0%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,pathogen_specific,AMR prevalence for Proteus spp. / ampicillin: 21/28 (75.0%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Proteus spp. / ampicillin: 21/28 (75.0%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,specimen_site,AMR prevalence for Proteus spp. / ampicillin: 21/28 (75.0%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,pathogen_specific,AMR prevalence for Proteus spp. / cefazolin: 23/28 (82.14%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Proteus spp. / cefazolin: 23/28 (82.14%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,specimen_site,AMR prevalence for Proteus spp. / cefazolin: 23/28 (82.14%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / ampicillin: 24/26 (92.31%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / ampicillin: 24/26 (92.31%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella spp. / ampicillin: 24/26 (92.31%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 13/19 (68.42%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 13/19 (68.42%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ampicillin: 13/19 (68.42%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / penicillin: 22/22 (100.0%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / penicillin: 22/22 (100.0%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / penicillin: 22/22 (100.0%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefoxitin: 6/22 (27.27%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefoxitin: 6/22 (27.27%),,,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cefoxitin: 6/22 (27.27%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ceftriaxone: 43/45 (95.56%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ceftriaxone: 43/45 (95.56%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ceftriaxone: 43/45 (95.56%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / gentamicin: 22/40 (55.0%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / gentamicin: 22/40 (55.0%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / gentamicin: 22/40 (55.0%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter spp. / gentamicin: 32/39 (82.05%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter spp. / gentamicin: 32/39 (82.05%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter spp. / gentamicin: 32/39 (82.05%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / ceftriaxone: 30/32 (93.75%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / ceftriaxone: 30/32 (93.75%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella spp. / ceftriaxone: 30/32 (93.75%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 11/24 (45.83%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 11/24 (45.83%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 11/24 (45.83%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,pathogen_specific,AMR prevalence for Enterococcus spp. / vancomycin: 17/20 (85.0%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterococcus spp. / vancomycin: 17/20 (85.0%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,specimen_site,AMR prevalence for Enterococcus spp. / vancomycin: 17/20 (85.0%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / methicillin: 4/19 (21.05%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / methicillin: 4/19 (21.05%),,,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / methicillin: 4/19 (21.05%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 13/13 (100.0%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 13/13 (100.0%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ampicillin: 13/13 (100.0%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ampicillin: 13/13 (100.0%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 12/13 (92.31%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 12/13 (92.31%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 12/13 (92.31%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 12/13 (92.31%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ceftriaxone: 12/13 (92.31%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ceftriaxone: 12/13 (92.31%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ceftriaxone: 12/13 (92.31%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ceftriaxone: 12/13 (92.31%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / penicillin: 15/18 (83.33%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / penicillin: 15/18 (83.33%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / penicillin: 15/18 (83.33%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / penicillin: 15/18 (83.33%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / ampicillin: 16/16 (100.0%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / ampicillin: 16/16 (100.0%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Klebsiella pneumoniae / ampicillin: 16/16 (100.0%),,,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / ampicillin: 16/16 (100.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / gentamicin: 4/40 (10.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / gentamicin: 4/40 (10.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / gentamicin: 4/40 (10.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / vancomycin: 0/40 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / vancomycin: 0/40 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / vancomycin: 0/40 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / gentamicin: 8/29 (27.59%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / gentamicin: 8/29 (27.59%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,specimen_site,AMR prevalence for Klebsiella spp. / gentamicin: 8/29 (27.59%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 0/11 (0.0%),,,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / gentamicin: 0/11 (0.0%),,,,,
